,numOfCoAuthors,title,normalizedGenre,yearNormalized,libretto,datePremiered,yearPremiered,yearPrinted,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numOfActs,numOfScenes,wordCountText,wordCountStage,wordCountSp
1733,0,Les Lois,,1778,False,,,1778,2,0,0,2,0,0,2,1714,5,1626
1734,0,La Médisance,,1778,False,,,1778,7,6,1,0,0,0,15,4833,43,4616
1735,0,La Méprise,,1778,False,,,1778,8,0,7,1,0,1,3,2639,142,2415
1736,0,"Merlin, Percepteur",,1778,False,,,1778,4,1,3,0,0,1,7,2807,56,2683
1737,0,La Modestie,,1778,False,,,1778,3,0,2,1,0,1,2,1661,16,1578
1738,0,Les Morts Vivants,,1778,False,,,1778,4,0,4,0,0,1,10,3380,81,3205
1739,0,Le Mystérieux,,1778,False,,,1778,6,2,3,1,0,1,10,4083,133,3916
1740,0,La Noblesse,,1778,False,,,1778,2,0,0,2,0,1,1,900,5,821
1741,0,Les Nouvellistes,,1778,False,,,1778,5,1,4,0,0,1,9,4102,12,3956
1742,0,La Quine,,1778,False,,,1778,4,2,1,1,0,1,11,4678,114,4529
1743,0,La Répétition,,1778,False,,,1778,10,2,7,1,0,1,6,3117,34,2943
1744,0,Le Retour du Distrait,,1778,False,,,1778,3,0,3,0,0,0,4,2536,149,2406
1745,0,La Rivalité Inutile,,1778,False,,,1778,5,1,3,1,0,1,6,2465,16,2324
1746,0,Le Secrétaire,,1778,False,,,1778,5,0,4,1,0,0,6,2494,115,2369
1747,0,La Serpette Magique,,1778,False,,,1778,8,6,2,0,0,1,6,3408,70,3267
1748,0,Les Songes,,1778,False,,,1778,4,0,0,4,0,1,1,1366,54,1280
1749,0,La Sympathie,,1778,False,,,1778,7,2,2,3,0,0,10,4879,33,4635
1750,0,Le Testament,,1778,False,,,1778,7,0,5,2,0,1,5,2747,5,2630
1751,0,Les Trois Ivrognes,,1778,False,,,1778,5,1,3,1,0,1,2,1279,52,1161
1752,0,La Vanité Mortifiée,,1778,False,,,1778,4,0,4,0,0,0,6,3075,9,2946
1753,0,Vive la Vie,,1778,False,,,1778,8,3,4,1,0,1,9,4508,147,4308
1754,0,Le Martyre de Marie-Antoinette d'Autriche Reine de France.,Tragedy,1796,False,,,1796,40,2,8,30,0,5,53,16477,286,15717
1755,0,La Mort de Louis Xvi,Tragedy,1793,False,,,1793,22,2,12,8,0,3,18,9120,380,6722
1756,0,La Comédie des Académiciens,Comedy,1650,False,,,1650,19,1,15,3,0,3,10,5877,0,5741
1757,0,La Cabale,Comedy,1749,False,1749-01-11,1749.0,1778,14,2,7,5,0,1,12,7320,46,6886
1758,0,La Colonie,Comedy,1778,False,,,1778,8,2,5,1,0,3,20,10457,120,9677
1759,0,Les Hommes,Comedy,1753,True,1753-06-27,1753.0,1753,5,0,2,3,0,1,1,4111,667,3922
1760,0,L'Ile Sauvage,Comedy,1778,False,,,1778,8,3,3,2,0,3,18,7268,37,6956
1761,0,L'Oracle,Comedy,1740,False,1740-03-22,1740.0,1775,4,1,1,2,0,1,9,4988,225,4887
1762,0,Dialogue,,1709,False,,,1709,2,0,1,1,0,0,1,575,2,560
1763,0,La Feinte Heureuse,,1709,False,,,1709,7,2,2,3,0,0,4,564,0,512
1764,0,La Fièvre de Palmerin,,1709,False,,,1709,10,1,1,8,0,0,5,1534,149,709
1765,0,Les Bouts Rimés,Comedy,1682,False,,,1682,14,2,8,4,0,1,17,8865,179,8197
1766,0,L'Esprit des Moeurs au Dix-Huitième Siécle,,1790,False,,,1790,22,5,2,15,0,0,25,25493,2796,23784
1767,0,Le Pot au Noir et le Pot aux Roses,,1789,False,1789-02-19,1789.0,1789,5,3,1,1,0,1,10,4030,213,3906
1768,0,Dialogue,Comedy,1750,False,,,1750,3,1,2,0,0,0,1,1814,0,1787
1769,0,La Belle Egyptienne,Tragicomedy,1640,False,,1641.0,1640,14,4,4,6,0,5,33,18286,117,17797
1770,0,L'Amante Ennemie,Tragicomedy,1641,False,,1641.0,1642,11,4,4,3,0,0,33,15927,186,15425
1771,0,Printemps Parisien,,1901,False,,,1901,1,0,1,0,0,0,1,460,7,414
1772,0,Aldo le Rimeur,Comedy,1833,False,,,1833,6,2,2,2,0,2,8,12228,277,12071
1773,0,François le Champi,Comedy,1848,False,1848-11-25,1848.0,1849,7,2,1,4,0,0,41,18904,985,18287
1774,0,Molière,Comedy,1851,False,,,1851,28,2,7,19,0,5,69,38024,1569,31608
1775,0,Le Roi Attend,,1848,False,1848-04-09,1848.0,1866,27,8,6,13,0,0,11,4967,125,4742
1776,0,Aménophis,Tragedy,1752,False,1752-11-12,1752.0,1758,9,3,4,2,0,0,36,13319,135,12572
1777,0,L'Anglomane,Comedy,1763,False,1772-11-05,1772.0,1763,7,3,4,0,0,1,16,9298,121,8307
1778,0,Béverlei,,1760,False,1760-12-22,1760.0,1821,9,2,5,2,0,5,42,13794,441,13315
1779,0,Blanche et Guiscard,Tragedy,1763,False,1763-09-25,1763.0,1763,6,2,2,2,0,5,31,13070,206,12470
1780,0,Le Mariage de Julie,Comedy,1760,False,1760-12-22,1760.0,1802,10,2,1,7,0,1,24,9305,128,9047
1781,0,Les Moeurs du Temps,Comedy,1760,False,1760-12-22,1760.0,1764,9,5,2,2,0,1,24,8398,230,8054
1782,0,Spartacus,Tragedy,1760,False,,1760.0,1760,9,1,6,2,0,5,29,12962,232,12334
1783,0,Les Boutades du Capitan Matamore et ses Comédies.,Comedy,1646,False,,1646.0,1647,9,0,6,3,0,2,30,17061,7,16720
1784,0,Don Japhet d'Arménie,Comedy,1652,False,,1652.0,1653,18,3,8,7,0,5,28,18531,170,17347
1785,0,L'Escolier de Salamanque,Tragicomedy,1654,False,,1654.0,1655,12,4,5,3,0,5,34,18927,61,17770
1786,0,La Fausse Apparence,Comedy,1662,False,,1662.0,1663,9,3,6,0,0,5,32,17242,98,16789
1787,0,Le Gardien de Soi-Même,Comedy,1654,False,,1654.0,1654,16,5,6,5,0,5,36,17990,60,17673
1788,0,L'Héritier Ridicule ou La Dame Intéressée.,Comedy,1650,False,1659-08-01,1659.0,1650,9,3,4,2,0,5,24,18754,100,17631
1789,0,Le Jodelet ou Le Maître Valet.,Comedy,1648,False,,,1648,8,3,5,0,0,5,60,20942,428,19851
1790,0,Le Jodelet Duelliste.,Comedy,1646,False,,1646.0,1646,10,3,2,5,0,5,31,18444,110,17994
1791,0,Le Marquis Ridicule,Comedy,1646,False,,1646.0,1656,10,3,5,2,0,5,24,18382,120,17581
1792,0,Le Prince Corsaire.,Comedy,1650,False,,1658.0,1650,10,3,7,0,0,5,33,14622,17,14186
1793,0,Tyr et Sydon,Tragicomedy,1628,False,,1628.0,1628,24,5,17,2,0,0,31,25599,20,19906
1794,0,Tyr et Sydon,Tragicomedy,1628,False,,1628.0,1628,22,3,10,9,0,2,30,24686,17,24386
1795,0,L'Aiguilleur,,1895,False,,,1895,1,0,0,1,0,0,1,2381,5,2131
1796,0,La Conversion,,1861,False,,,1861,8,2,3,3,0,0,7,7491,414,7308
1797,0,Le Jeune Docteur,,1861,False,,,1861,11,4,6,1,0,0,9,6615,317,6419
1798,1,Les Dervis,,1876,False,,,1876,8,1,5,2,0,0,12,7204,376,6996
1799,0,Un Ministre sous Louis Xv,,1861,True,,,1861,7,1,2,4,0,0,8,8897,386,8732
1800,0,Potemkin,,1861,False,,,1861,13,1,3,9,0,0,6,8346,646,7868
1801,0,Le Tête-à-tête,,1853,False,1930-04-17,1930.0,1853,14,5,4,5,0,0,16,10595,764,10339
1802,0,L'Amour Tyrannique,Tragicomedy,1638,False,,1638.0,1640,13,4,7,2,0,5,29,18677,458,17571
1803,0,Arminius ou Les Frères Ennemis,Tragedy,1642,False,,1642.0,1644,9,5,4,0,0,5,36,16000,0,15824
1804,0,La Comédie des Comédiens,Comedy,1634,False,,1634.0,1635,16,2,7,7,0,3,9,6164,5,5278
1805,0,Eudoxe,Tragicomedy,1633,False,,1633.0,1641,10,3,7,0,0,5,25,19952,4,19172
1806,0,Le Fils Supposé,Comedy,1636,False,,1645.0,1636,9,2,7,0,0,5,33,14307,66,13405
1807,0,Ligdamon et Lidias ou La Ressemblance,Tragicomedy,1630,False,,1630.0,1631,17,1,9,7,0,5,15,21388,4,21270
1808,0,La Mort de César,Tragedy,1636,False,,1636.0,1637,17,3,10,4,0,6,26,15302,230,13270
1809,0,Orante,Tragicomedy,1633,False,,1633.0,1636,14,4,9,1,0,5,46,15096,186,13791
1810,0,Le Prince Déguisé,Tragicomedy,1635,False,,1635.0,1636,13,3,9,1,0,5,34,16085,243,14382
1811,0,Le Vassal Généreux,Tragicomedy,1632,False,,1632.0,1636,17,0,16,1,0,5,23,14370,286,13162
1812,0,Les Défauts Supposés,Comedy,1788,False,1788-01-28,1788.0,1788,6,3,3,0,0,1,19,6926,122,6681
1813,0,L'Huître et les Plaideurs,,1761,True,1784-10-21,1784.0,1761,16,1,4,11,0,0,15,4059,231,3377
1814,0,Le Philosophe sans le Savoir,Comedy,1765,False,1765-11-02,1765.0,1766,12,2,5,5,0,1,57,13493,434,12805
1815,0,Le Manteau Ecarlate,,1784,False,1784-05-05,1784.0,1784,6,3,3,0,0,1,16,6266,162,5973
1816,0,Richard Coeur de Lion,Comedy,1784,False,1784-10-21,1784.0,1784,29,4,7,18,0,3,26,7987,995,7304
1817,0,Le Fou par Amour,,1791,False,1791-01-29,1791.0,1791,6,2,3,1,0,1,18,7335,742,6991
1818,0,Agamemnon,Tragedy,1863,False,,,1863,11,4,5,2,0,3,12,10072,0,9961
1819,0,Médée,Tragedy,1834,False,,,1834,6,1,2,3,0,5,12,11384,0,11285
1820,0,La Sorcière,,1797,False,,,1797,11,3,3,5,0,0,19,4739,702,4204
1821,0,Sapho,,1881,False,,,1881,2,1,1,0,0,0,2,1850,109,1788
1822,2,Après le Bal,Comedy,1866,False,,,1866,3,0,2,1,0,0,8,6510,868,6320
1823,0,Une Faction de Nuit,,1842,False,,,1842,3,0,1,2,0,0,2,3491,1227,3290
1824,1,L'Ami des Femmes,Comedy,1861,False,,,1861,8,1,2,5,0,0,22,6648,282,6393
1825,0,Une Affaire d'Honneur,,1881,False,,,1881,1,0,1,0,0,1,4,1022,71,962
1826,0,Indécision,,1881,False,,,1881,1,0,1,0,0,1,1,690,32,651
1827,0,Les Précieuses Ridicules,Comedy,1660,False,,1662.0,1660,13,3,6,4,0,1,17,14838,16,11525
1828,0,Le Procès des Précieuses en vers Burlesques,Comedy,1660,False,,,1660,11,2,8,1,0,1,16,12435,92,10770
1829,0,Les Véritables Précieuses,Comedy,1660,False,,1660.0,1660,8,4,2,2,0,1,8,7452,16,6360
1830,0,Bajazet,Tragedy,1737,False,,1737.0,1741,10,2,8,0,0,5,33,17903,73,13700
1831,0,Ajax Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,11,3,5,3,0,0,9,12451,42,12372
1832,1,Antigone Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,10,3,6,1,0,1,12,11655,65,11547
1833,0,Electre Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,7,1,0,6,0,1,12,13622,37,13529
1834,0,Oedipe à Colone Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,9,5,3,1,0,0,13,15799,58,15692
1835,0,Oedipe Roi Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,8,4,4,0,0,0,14,14129,59,14051
1836,0,Philoctète Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,6,1,3,2,0,0,8,13393,34,13296
1837,0,Les Trachiniennes Traduction Nouvelle de Leconte de Lisle,Tragedy,1877,False,,,1877,11,4,3,4,0,1,11,11121,37,11047
1838,0,Dialogue des Yeux et de la Bouche,,1644,False,,,1644,2,1,1,0,0,0,1,2323,121,2104
1839,0,La Dispute du Luth et de la Guitare,,1644,False,,,1644,3,1,2,0,0,0,1,2075,0,1692
1840,0,"La Ruelle Mal Assortie, Dialogue",,1644,False,,,1644,2,1,1,0,0,0,1,3266,0,3030
1841,1,La Céciliade,Tragedy,1606,False,,,1606,9,0,9,0,0,0,7,22383,1060,19734
1842,0,Agar dans le Désert,,1821,False,,,1821,4,2,1,1,0,0,1,3069,111,2997
1843,0,La Signora Fantastici,,1821,False,,,1821,9,3,3,3,0,0,7,4369,35,4197
1844,0,La Folle Querelle ou La Critique d'Andromaque,Comedy,1668,False,1668-05-25,1668.0,1668,9,4,5,0,0,2,32,17350,121,13825
1845,0,La Porte Est Close,,1881,False,,,1881,1,1,0,0,0,0,1,3198,750,3034
1846,0,Les Ecosseuses de la Halle,,1767,False,1767-06-25,1767.0,1767,19,0,8,11,0,1,13,5640,159,5110
1847,0,Les Epoux par Chicane,,1759,False,,1759.0,1759,7,7,0,0,0,2,19,5203,513,4957
1848,0,La Mort du Boeuf Gras,,1767,False,1767-02-26,1767.0,1767,5,1,3,1,0,0,7,3600,31,3272
1849,0,Nostradamus,,1756,False,,1756.0,1756,13,3,4,6,0,1,16,4083,642,3860
1850,0,Adam et Eve,Tragedy,1752,False,,,1752,9,1,7,1,0,5,20,17065,35,14703
1851,0,Thélamire,Tragedy,1739,False,1739-07-06,1739.0,1739,7,2,5,0,0,5,23,11164,27,10042
1852,5,Orfa,,1852,True,1852-12-29,1852.0,1858,7,1,1,5,0,0,1,2920,2106,1124
1853,0,A Trois pas,,1886,False,,,1886,1,0,0,1,0,0,1,533,6,421
1854,0,Mariane,Tragedy,1636,False,,1636.0,1644,17,4,9,4,0,4,24,18006,154,16133
1855,0,La Mort de Chrispe,Tragedy,1644,False,,1644.0,1645,10,3,4,3,0,5,28,17214,0,15525
1856,0,La Mort de Sénèque,Tragedy,1644,False,,1644.0,1645,12,3,7,2,0,5,20,18083,12,16786
1857,0,Osman,Tragedy,1646,False,,1646.0,1656,11,3,5,3,0,5,18,15523,76,14627
1858,0,Le Parasite,Comedy,1654,False,,1654.0,1654,10,4,5,1,0,5,31,18656,23,16874
1859,0,Gillette,Comedy,1620,False,,,1620,5,3,2,0,0,0,10,7271,0,6998
1860,0,Les Contents,Comedy,1584,False,,,1584,16,5,10,1,0,1,35,31423,0,29883
1861,0,Sylvanire,,1617,False,1617-01-16,1617.0,1627,14,5,7,2,0,5,51,50687,5,50352
1862,1,La Canadienne,Comedy,1758,False,,1758.0,1758,8,4,4,0,0,1,16,7894,210,7682
1863,0,L'Impromptu du Coeur,,1757,True,1757-02-08,1757.0,1757,17,10,2,5,0,1,8,3952,304,3713
1864,0,Le Suffisant,,1753,True,,1758.0,1753,6,3,2,1,0,0,12,5353,661,5219
1865,0,Les Troqueurs,Comedy,1753,False,,1753.0,1754,4,2,2,0,0,0,8,1676,64,1512
1866,0,Le Poirier,,1752,True,1752-08-07,1752.0,1752,8,2,3,3,0,0,14,5756,393,5514
1867,0,La Veuve Indécise,,1758,True,,1759.0,1758,5,2,2,1,0,1,11,2994,54,2897
1868,0,Le Soir des Fiançailles,,1893,False,,,1893,2,1,1,0,0,0,1,1833,67,1780
1869,0,Le Fidèle Esclave,Comedy,1662,False,,,1662,8,3,3,2,0,0,23,14664,16,13475
1870,0,La Forte Romaine,Tragedy,1656,False,,,1656,11,3,8,0,0,0,19,15736,13,14590
1871,0,"Le Procès, ou Racine Conciliateur",Comedy,1822,False,1822-10-28,1822.0,1822,10,1,6,3,0,1,13,5214,137,4960
1872,0,Adélaïde et Vermouth,Comedy,1870,False,,,1870,3,1,1,1,0,0,8,3134,279,3042
1873,0,Infanterie et Cavalerie,Comedy,1882,False,,,1882,3,0,1,2,0,0,2,2984,313,2884
1874,0,Retour de Bruxelles,Comedy,1878,False,,,1878,10,3,1,6,0,1,6,3649,415,3477
1875,0,Le Rideau,Comedy,1882,False,,,1882,3,1,0,2,0,1,1,2262,335,2165
1876,0,Dialogue entre l'Illustre Don Mardi-Gras et Carême l'Abstinent,,1867,False,,,1867,2,0,2,0,0,0,1,955,21,892
1877,0,L'Amour et le Célibat,Comedy,1819,False,,,1819,5,2,3,0,0,0,18,7111,168,6874
1878,0,La Mort de Guillaumet,Tragedy,1868,False,,,1868,7,2,5,0,0,0,19,9544,305,9289
1879,0,"L'Impuissance, Tragi-Comédie Pastorale.",Tragicomedy,1634,False,1731-07-17,1731.0,1634,15,3,8,4,0,0,15,19572,44,18482
1880,0,Caquire,,1783,False,,,1783,10,2,6,2,0,0,33,20003,668,18238
1881,0,La Tragédie de Pasiphaé,Tragedy,1627,False,,,1627,25,4,9,12,0,5,5,13505,0,12924
1882,0,Pyrame et Thisbé,Tragedy,1617,False,,1617.0,1623,12,4,7,1,0,5,12,12285,0,12188
1883,0,Molière Enfant,Comedy,1885,False,,,1885,7,0,4,3,0,0,20,8672,581,7998
1884,0,Othello,,1807,False,1807-03-07,1807.0,1867,1,0,0,1,0,1,1,2112,0,1332
1885,0,Wihlem-Tell,,1864,False,,,1864,1,0,0,1,0,1,1,8261,414,4930
1886,0,Quitte pour le Peur,,1837,False,,,1837,5,1,0,4,0,0,13,7892,421,7722
1887,0,Le Clown,,1882,False,,,1882,1,0,1,0,0,0,1,690,4,647
1888,0,La Critique du Tartuffe,Comedy,1670,False,,,1670,6,2,4,0,0,1,12,8585,101,7507
1889,0,Le Chapeau Chinois,,1881,False,,,1881,1,0,1,0,0,1,1,1362,10,1321
1890,0,Le Festin de Pierre,Tragicomedy,1659,False,,1659.0,1660,16,2,8,6,0,5,33,16819,78,16494
1891,0,Hilas et Zélis,,1762,False,1762-06-07,1762.0,1763,8,0,3,5,0,1,7,1328,60,1090
1892,0,Adélaïde du Guesclin,Tragedy,1734,False,1734-01-18,1734.0,1766,7,2,5,0,0,5,28,15405,57,14239
1893,0,Agathocle,Tragedy,1779,False,1779-05-31,1779.0,1779,9,1,6,2,0,5,18,8984,187,8648
1894,0,Alzire,Tragedy,1736,False,1736-01-27,1736.0,1736,12,2,4,6,0,5,33,16122,58,13458
1895,0,Le Baron d'Otrante,,1784,True,,1784.0,1784,8,1,1,6,0,3,14,3413,166,3197
1896,0,Le Brutus,Tragedy,1730,False,1730-12-11,1730.0,1731,10,2,7,1,0,5,34,20190,250,13376
1897,0,L'Ecossaise,Comedy,1766,False,,,1766,17,3,4,10,0,0,36,22209,353,15179
1898,0,Charlot ou La Comtesse de Givry.,,1767,False,1767-09-26,1767.0,1767,13,3,4,6,0,3,20,8849,142,8248
1899,0,Le Comte de Boursoufle,Comedy,1766,False,1862-01-28,1862.0,1766,10,1,5,4,0,0,20,8683,32,8376
1900,0,Le Dépostaire,Comedy,1772,False,,,1772,15,2,3,9,0,1,27,17177,175,16694
1901,0,Les Deux Tonneaux,,1734,True,,,1734,11,3,4,4,0,3,13,5510,200,5206
1902,0,Le Droit du Seigneur,Comedy,1749,False,1749-06-16,1749.0,1763,11,2,5,4,0,5,36,16957,142,16556
1903,0,Le Duc d'Alençon ou Les Frères Ennemis,Tragedy,1751,False,,1751.0,1751,5,0,4,1,0,3,17,7362,50,6986
1904,0,L'Enfant Prodigue,Comedy,1736,False,1736-10-10,1736.0,1738,9,2,5,2,0,5,30,16799,68,15329
1905,0,L'Envieux,Comedy,1738,False,,,1738,10,2,6,2,0,3,24,10902,158,10226
1906,0,Le Fanatisme,Tragedy,1742,False,1742-08-09,1742.0,1753,6,0,6,0,0,5,31,18623,99,13503
1907,0,La Femme qui A Raison,Comedy,1758,False,,1758.0,1759,7,3,3,1,0,3,20,9099,80,8879
1908,0,La Fête de Bellébat,,1724,False,,1724.0,1801,13,2,8,3,0,1,2,4521,689,3849
1909,0,Les Guèbres,Tragedy,1769,False,,,1769,9,0,5,4,0,5,30,15774,72,14965
1910,0,L'Hôte et l'Hôtesse,,1801,False,,,1801,10,1,7,2,0,1,2,2494,278,1106
1911,0,L'Indiscret,Comedy,1725,False,1736-08-01,1736.0,1725,8,3,4,1,0,1,21,7126,41,6533
1912,0,Irène,Tragedy,1778,False,1778-03-16,1778.0,1778,7,2,4,1,0,5,31,14282,112,10460
1913,0,Mort de Caton,Tragedy,1768,False,,,1768,10,0,9,1,0,0,16,12199,68,10386
1914,0,Les Lois de Minos ou Astérie,Tragedy,1773,False,1774-01-17,1774.0,1773,10,1,6,3,0,5,20,12362,201,12089
1915,0,Mariamne,Tragedy,1724,False,1724-03-06,1724.0,1724,10,3,6,1,0,5,28,17436,34,12371
1916,0,Mérope,Tragedy,1743,False,1743-02-20,1743.0,1744,7,2,5,0,0,0,30,13398,92,13113
1917,0,La Mort de César,Tragedy,1736,False,1743-04-29,1743.0,1736,10,0,3,7,0,3,17,12013,71,9304
1918,0,Nanine,Comedy,1749,False,,1749.0,1749,9,1,3,5,0,3,30,14341,114,11209
1919,0,Oedipe,Tragedy,1718,False,1718-11-18,1718.0,1718,10,2,6,2,0,5,23,12900,54,12633
1920,0,Olympie,Tragedy,1764,False,1764-03-14,1764.0,1764,13,2,5,6,0,5,32,16408,357,14830
1921,0,Oreste,Tragedy,1750,False,1750-01-12,1750.0,1750,8,3,5,0,0,5,35,19500,82,15140
1922,0,Les Originaux ou Monsieur du Cap-Vert,Comedy,1732,False,,1732.0,1732,14,4,4,6,0,3,31,15648,108,14906
1923,0,L'Orphelin de la Chine,Tragedy,1755,False,1755-08-20,1755.0,1755,7,1,6,0,0,5,32,13880,27,13659
1924,0,Pandore,,1762,True,1767-02-17,1767.0,1762,33,3,3,27,0,5,6,4925,344,4729
1925,0,Les Pélopides ou Atrée et Thyeste,Tragedy,1772,False,,,1772,7,3,4,0,0,5,29,12282,124,11547
1926,0,Rome Sauvée,Tragedy,1750,False,1750-06-06,1750.0,1750,17,1,9,7,0,5,29,17520,219,13830
1927,0,Samson,,1732,True,,,1732,31,3,4,24,0,6,23,5632,206,5299
1928,0,Saül,,1763,False,,1763.0,1763,26,3,17,6,0,5,23,8653,67,8145
1929,0,Les Scythes,Tragedy,1757,False,1767-03-26,1767.0,1757,9,2,5,2,0,5,27,17385,202,13205
1930,0,Sémiramis,Tragedy,1748,False,1748-08-29,1748.0,1749,10,2,6,2,0,5,32,22988,359,15628
1931,0,Socrate,Tragedy,1759,False,,1759.0,1759,21,3,9,9,0,3,22,10352,55,9283
1932,0,Sophonisbe,Tragedy,1774,False,1774-01-15,1774.0,1774,8,2,6,0,0,5,25,12674,106,10845
1933,0,Tancrède,Tragedy,1760,False,1760-09-03,1760.0,1760,8,1,6,1,0,5,33,16755,212,15047
1934,0,Tanis et Zélide,Tragedy,1733,True,,,1733,18,3,4,11,0,0,27,5222,202,4913
1935,0,Zaïre,Tragedy,1732,False,,,1732,9,2,5,2,0,0,33,15196,52,14982
1936,0,Zulime,Tragedy,1801,False,,,1801,7,3,4,0,0,0,27,15162,34,13181
1937,1,Les Forces de l'Amour et de la Magie,,1678,False,1678-02-03,1678.0,1678,3,1,2,0,0,1,12,2730,381,2336
1938,0,Madeleine,,1875,False,,,1875,7,4,1,2,0,0,21,8878,384,8574
1939,0,Thérèse Raquin,,1875,False,,,1875,7,2,4,1,0,0,29,26320,2645,22781
